kind,shard,regime,act,width,seed,seedA,seedB,acc,accA,accB,barrier,dF_op,wmove,epochs,status
pair,4,mup,gelu,4096,,1,4,,0.9881,0.9882,0.0006,,,30,ok
pair,4,mup,gelu,4096,,2,3,,0.9876,0.9873,0.0004,,,30,ok
pair,4,mup,gelu,4096,,2,4,,0.9876,0.9882,0.0006,,,30,ok
pair,4,mup,gelu,4096,,3,4,,0.9873,0.9882,0.0005,,,30,ok
net,4,mup,tanh,64,0,,,0.9716,,,,0.113263,1.9132,30,ok
net,4,mup,tanh,64,1,,,0.9754,,,,0.10475,1.8964,30,ok
net,4,mup,tanh,64,2,,,0.9745,,,,0.104082,1.8905,30,ok
net,4,mup,tanh,64,3,,,0.9757,,,,0.12441,1.9026,30,ok
net,4,mup,tanh,64,4,,,0.9752,,,,0.104471,1.8862,30,ok
pair,4,mup,tanh,64,,0,1,,0.9716,0.9754,0.0927,,,30,ok
pair,4,mup,tanh,64,,0,2,,0.9716,0.9745,0.1316,,,30,ok
pair,4,mup,tanh,64,,0,3,,0.9716,0.9757,0.2129,,,30,ok
pair,4,mup,tanh,64,,0,4,,0.9716,0.9752,0.2136,,,30,ok
pair,4,mup,tanh,64,,1,2,,0.9754,0.9745,0.1651,,,30,ok
pair,4,mup,tanh,64,,1,3,,0.9754,0.9757,0.2053,,,30,ok
pair,4,mup,tanh,64,,1,4,,0.9754,0.9752,0.1596,,,30,ok
pair,4,mup,tanh,64,,2,3,,0.9745,0.9757,0.1585,,,30,ok
pair,4,mup,tanh,64,,2,4,,0.9745,0.9752,0.1376,,,30,ok
pair,4,mup,tanh,64,,3,4,,0.9757,0.9752,0.3211,,,30,ok
net,4,mup,tanh,128,0,,,0.979,,,,0.011318,1.7707,30,ok
net,4,mup,tanh,128,1,,,0.9812,,,,0.011109,1.7701,30,ok
net,4,mup,tanh,128,2,,,0.9795,,,,0.015779,1.7371,30,ok
net,4,mup,tanh,128,3,,,0.9783,,,,0.014376,1.7595,30,ok
net,4,mup,tanh,128,4,,,0.9787,,,,0.021147,1.7349,30,ok
pair,4,mup,tanh,128,,0,1,,0.979,0.9812,0.0606,,,30,ok
pair,4,mup,tanh,128,,0,2,,0.979,0.9795,0.0423,,,30,ok
pair,4,mup,tanh,128,,0,3,,0.979,0.9783,0.0728,,,30,ok
pair,4,mup,tanh,128,,0,4,,0.979,0.9787,0.0405,,,30,ok
